FunID1,FunID2,Type
379079,927500,T1
379079,910478,T1
305471,379079,T1
351289,379079,T1
28333,379079,T1
379079,775734,T1
379079,741288,T1
227071,359835,T1
227071,939304,T1
227071,789018,T1
63416,227071,T1
227071,497855,T1
227071,454280,T1
227071,245664,T1
174086,227071,T1
65492,227071,T1
13475,227071,T1
227071,646739,T1
227071,296921,T1
227071,640608,T1
227071,891389,T1
227071,881838,T1
227071,489465,T1
227071,812839,T1
227071,932291,T1
227071,928483,T1
128025,227071,T1
227071,234582,T1
227071,244232,T1
227071,681078,T1
227071,748153,T1
227071,935194,T1
227071,241850,T1
227071,278438,T1
359835,383564,T1
359835,670344,T1
359835,947100,T1
281236,359835,T1
359835,936423,T1
357575,359835,T1
361550,379079,T1
379079,563743,T1
292889,379079,T1
379079,714205,T1
203112,379079,T1
211684,379079,T1
128735,379079,T1
379079,605828,T1
10731,379079,T1
242004,379079,T1
45590,379079,T1
298516,379079,T1
379079,694023,T1
379079,474315,T1
379079,403115,T1
193052,379079,T1
311165,379079,T1
379079,912096,T1
227071,689531,T1
59199,227071,T1
227071,487412,T1
227071,250687,T1
224086,227071,T1
227071,916273,T1
227071,853456,T1
227071,512226,T1
147992,227071,T1
147667,227071,T1
227071,473025,T1
227071,314560,T1
227071,334117,T1
227071,370546,T1
28134,227071,T1
160204,227071,T1
120777,227071,T1
227071,238319,T1
227071,230245,T1
227071,461150,T1
227071,673501,T1
124387,227071,T1
227071,946510,T1
227071,776779,T1
157777,227071,T1
227071,396827,T1
227071,935808,T1
359835,939304,T1
359835,789018,T1
63416,359835,T1
359835,497855,T1
359835,454280,T1
245664,359835,T1
174086,359835,T1
65492,359835,T1
13475,359835,T1
359835,646739,T1
296921,359835,T1
359835,640608,T1
359835,891389,T1
227071,259442,T1
227071,820621,T1
227071,428049,T1
162827,227071,T1
227071,821502,T1
227071,725500,T1
116118,227071,T1
227071,286788,T1
227071,361550,T1
227071,563743,T1
227071,292889,T1
227071,714205,T1
203112,227071,T1
211684,227071,T1
128735,227071,T1
227071,605828,T1
10731,227071,T1
227071,242004,T1
45590,227071,T1
227071,298516,T1
227071,694023,T1
227071,474315,T1
227071,403115,T1
193052,227071,T1
227071,311165,T1
227071,912096,T1
80860,359835,T1
359835,541800,T1
202241,359835,T1
136067,359835,T1
359835,801886,T1
53721,359835,T1
359835,652689,T1
202150,359835,T1
299388,359835,T1
359835,695789,T1
2745,359835,T1
359835,454856,T1
53655,359835,T1
279854,359835,T1
345907,359835,T1
359835,858381,T1
359835,718536,T1
235425,359835,T1
2401,359835,T1
359835,927500,T1
359835,910478,T1
305471,359835,T1
351289,359835,T1
28333,359835,T1
359835,775734,T1
359835,741288,T1
80860,689531,T1
541800,689531,T1
202241,689531,T1
136067,689531,T1
689531,801886,T1
53721,689531,T1
652689,689531,T1
202150,689531,T1
227071,936423,T1
227071,357575,T1
7760,227071,T1
227071,913382,T1
227071,281391,T1
227071,695350,T1
227071,911773,T1
111977,227071,T1
227071,546905,T1
227071,801168,T1
177742,227071,T1
227071,820538,T1
217749,227071,T1
227071,469340,T1
227071,745910,T1
157745,227071,T1
227071,755766,T1
227071,682345,T1
165906,227071,T1
227071,631361,T1
227071,469060,T1
227071,863587,T1
259442,359835,T1
359835,820621,T1
359835,428049,T1
162827,359835,T1
359835,821502,T1
359835,725500,T1
116118,359835,T1
286788,359835,T1
359835,361550,T1
359835,563743,T1
292889,359835,T1
359835,714205,T1
203112,359835,T1
211684,359835,T1
128735,359835,T1
359835,605828,T1
10731,359835,T1
242004,359835,T1
45590,359835,T1
298516,359835,T1
359835,694023,T1
359835,474315,T1
359835,403115,T1
193052,359835,T1
311165,359835,T1
359835,912096,T1
259442,689531,T1
689531,820621,T1
428049,689531,T1
162827,689531,T1
689531,821502,T1
689531,725500,T1
116118,689531,T1
286788,689531,T1
361550,689531,T1
563743,689531,T1
292889,689531,T1
227071,345907,T1
227071,858381,T1
227071,718536,T1
227071,235425,T1
2401,227071,T1
227071,927500,T1
227071,910478,T1
227071,305471,T1
227071,351289,T1
28333,227071,T1
227071,775734,T1
227071,741288,T1
359835,689531,T1
59199,359835,T1
359835,487412,T1
250687,359835,T1
224086,359835,T1
359835,916273,T1
359835,853456,T1
359835,512226,T1
147992,359835,T1
147667,359835,T1
359835,473025,T1
314560,359835,T1
334117,359835,T1
359835,370546,T1
28134,359835,T1
160204,359835,T1
120777,359835,T1
238319,359835,T1
230245,359835,T1
359835,461150,T1
359835,673501,T1
124387,359835,T1
359835,946510,T1
359835,776779,T1
157777,359835,T1
359835,396827,T1
359835,935808,T1
59199,689531,T1
487412,689531,T1
250687,689531,T1
224086,689531,T1
689531,916273,T1
689531,853456,T1
512226,689531,T1
147992,689531,T1
147667,689531,T1
473025,689531,T1
314560,689531,T1
334117,689531,T1
370546,689531,T1
28134,689531,T1
160204,689531,T1
120777,689531,T1
238319,689531,T1
230245,689531,T1
461150,689531,T1
673501,689531,T1
7760,359835,T1
359835,913382,T1
281391,359835,T1
359835,695350,T1
359835,911773,T1
111977,359835,T1
359835,546905,T1
359835,801168,T1
177742,359835,T1
359835,820538,T1
217749,359835,T1
359835,469340,T1
359835,745910,T1
157745,359835,T1
359835,755766,T1
359835,682345,T1
165906,359835,T1
359835,631361,T1
359835,469060,T1
359835,863587,T1
383564,689531,T1
670344,689531,T1
689531,947100,T1
281236,689531,T1
689531,936423,T1
357575,689531,T1
7760,689531,T1
689531,913382,T1
281391,689531,T1
689531,695350,T1
689531,911773,T1
111977,689531,T1
546905,689531,T1
689531,801168,T1
177742,689531,T1
689531,820538,T1
217749,689531,T1
469340,689531,T1
689531,745910,T1
157745,689531,T1
689531,755766,T1
682345,689531,T1
165906,689531,T1
631361,689531,T1
469060,689531,T1
689531,863587,T1
80860,939304,T1
80860,789018,T1
63416,80860,T1
80860,497855,T1
80860,454280,T1
80860,245664,T1
80860,174086,T1
65492,80860,T1
359835,881838,T1
359835,489465,T1
359835,812839,T1
359835,932291,T1
359835,928483,T1
128025,359835,T1
234582,359835,T1
244232,359835,T1
359835,681078,T1
359835,748153,T1
359835,935194,T1
241850,359835,T1
278438,359835,T1
689531,939304,T1
689531,789018,T1
63416,689531,T1
497855,689531,T1
454280,689531,T1
245664,689531,T1
174086,689531,T1
65492,689531,T1
13475,689531,T1
646739,689531,T1
296921,689531,T1
640608,689531,T1
689531,891389,T1
689531,881838,T1
489465,689531,T1
689531,812839,T1
689531,932291,T1
689531,928483,T1
128025,689531,T1
234582,689531,T1
244232,689531,T1
681078,689531,T1
689531,748153,T1
689531,935194,T1
241850,689531,T1
278438,689531,T1
59199,80860,T1
80860,487412,T1
80860,250687,T1
80860,224086,T1
80860,916273,T1
80860,853456,T1
80860,512226,T1
80860,147992,T1
80860,147667,T1
80860,473025,T1
80860,314560,T1
80860,334117,T1
80860,370546,T1
28134,80860,T1
80860,160204,T1
80860,120777,T1
299388,689531,T1
689531,695789,T1
2745,689531,T1
454856,689531,T1
53655,689531,T1
279854,689531,T1
345907,689531,T1
689531,858381,T1
689531,718536,T1
235425,689531,T1
2401,689531,T1
689531,927500,T1
689531,910478,T1
305471,689531,T1
351289,689531,T1
28333,689531,T1
689531,775734,T1
689531,741288,T1
80860,259442,T1
80860,820621,T1
80860,428049,T1
80860,162827,T1
80860,821502,T1
80860,725500,T1
80860,116118,T1
80860,286788,T1
80860,361550,T1
80860,563743,T1
80860,292889,T1
80860,714205,T1
80860,203112,T1
80860,211684,T1
80860,128735,T1
80860,605828,T1
10731,80860,T1
80860,242004,T1
45590,80860,T1
80860,298516,T1
80860,694023,T1
80860,474315,T1
80860,403115,T1
80860,193052,T1
80860,311165,T1
80860,912096,T1
259442,939304,T1
259442,789018,T1
63416,259442,T1
259442,497855,T1
259442,454280,T1
245664,259442,T1
174086,259442,T1
65492,259442,T1
13475,259442,T1
259442,646739,T1
259442,296921,T1
259442,640608,T1
259442,891389,T1
259442,881838,T1
259442,489465,T1
259442,812839,T1
689531,714205,T1
203112,689531,T1
211684,689531,T1
128735,689531,T1
605828,689531,T1
10731,689531,T1
242004,689531,T1
45590,689531,T1
298516,689531,T1
689531,694023,T1
474315,689531,T1
403115,689531,T1
193052,689531,T1
311165,689531,T1
689531,912096,T1
80860,383564,T1
80860,670344,T1
80860,947100,T1
80860,281236,T1
80860,936423,T1
80860,357575,T1
7760,80860,T1
80860,913382,T1
80860,281391,T1
80860,695350,T1
80860,911773,T1
80860,111977,T1
80860,546905,T1
80860,801168,T1
80860,177742,T1
80860,820538,T1
80860,217749,T1
80860,469340,T1
80860,745910,T1
80860,157745,T1
80860,755766,T1
80860,682345,T1
80860,165906,T1
80860,631361,T1
80860,469060,T1
80860,863587,T1
59199,259442,T1
259442,487412,T1
250687,259442,T1
224086,259442,T1
259442,916273,T1
259442,853456,T1
259442,512226,T1
147992,259442,T1
147667,259442,T1
259442,473025,T1
259442,314560,T1
259442,334117,T1
259442,370546,T1
28134,259442,T1
160204,259442,T1
120777,259442,T1
124387,689531,T1
689531,946510,T1
689531,776779,T1
157777,689531,T1
396827,689531,T1
689531,935808,T1
80860,541800,T1
80860,202241,T1
80860,136067,T1
80860,801886,T1
53721,80860,T1
80860,652689,T1
80860,202150,T1
80860,299388,T1
80860,695789,T1
2745,80860,T1
80860,454856,T1
53655,80860,T1
80860,279854,T1
80860,345907,T1
80860,858381,T1
80860,718536,T1
80860,235425,T1
2401,80860,T1
80860,927500,T1
80860,910478,T1
80860,305471,T1
80860,351289,T1
28333,80860,T1
80860,775734,T1
80860,741288,T1
259442,383564,T1
259442,670344,T1
259442,947100,T1
259442,281236,T1
259442,936423,T1
259442,357575,T1
7760,259442,T1
259442,913382,T1
259442,281391,T1
259442,695350,T1
259442,911773,T1
111977,259442,T1
259442,546905,T1
259442,801168,T1
177742,259442,T1
259442,820538,T1
217749,259442,T1
259442,469340,T1
259442,745910,T1
157745,259442,T1
259442,755766,T1
259442,682345,T1
165906,259442,T1
259442,631361,T1
259442,469060,T1
259442,863587,T1
13475,80860,T1
80860,646739,T1
80860,296921,T1
80860,640608,T1
80860,891389,T1
80860,881838,T1
80860,489465,T1
80860,812839,T1
80860,932291,T1
80860,928483,T1
80860,128025,T1
80860,234582,T1
80860,244232,T1
80860,681078,T1
80860,748153,T1
80860,935194,T1
80860,241850,T1
80860,278438,T1
259442,541800,T1
202241,259442,T1
136067,259442,T1
259442,801886,T1
53721,259442,T1
259442,652689,T1
202150,259442,T1
259442,299388,T1
259442,695789,T1
2745,259442,T1
259442,454856,T1
53655,259442,T1
259442,279854,T1
259442,345907,T1
259442,858381,T1
259442,718536,T1
235425,259442,T1
2401,259442,T1
259442,927500,T1
259442,910478,T1
259442,305471,T1
259442,351289,T1
28333,259442,T1
259442,775734,T1
259442,741288,T1
383564,939304,T1
383564,789018,T1
63416,383564,T1
383564,497855,T1
383564,454280,T1
245664,383564,T1
174086,383564,T1
65492,383564,T1
13475,383564,T1
383564,646739,T1
296921,383564,T1
383564,640608,T1
383564,891389,T1
80860,238319,T1
80860,230245,T1
80860,461150,T1
80860,673501,T1
80860,124387,T1
80860,946510,T1
80860,776779,T1
80860,157777,T1
80860,396827,T1
80860,935808,T1
259442,820621,T1
259442,428049,T1
162827,259442,T1
259442,821502,T1
259442,725500,T1
116118,259442,T1
259442,286788,T1
259442,361550,T1
259442,563743,T1
259442,292889,T1
259442,714205,T1
203112,259442,T1
211684,259442,T1
128735,259442,T1
259442,605828,T1
10731,259442,T1
242004,259442,T1
45590,259442,T1
259442,298516,T1
259442,694023,T1
259442,474315,T1
259442,403115,T1
193052,259442,T1
259442,311165,T1
259442,912096,T1
59199,383564,T1
383564,487412,T1
250687,383564,T1
224086,383564,T1
383564,916273,T1
383564,853456,T1
383564,512226,T1
147992,383564,T1
147667,383564,T1
383564,473025,T1
259442,932291,T1
259442,928483,T1
128025,259442,T1
234582,259442,T1
244232,259442,T1
259442,681078,T1
259442,748153,T1
259442,935194,T1
241850,259442,T1
259442,278438,T1
383564,820621,T1
383564,428049,T1
162827,383564,T1
383564,821502,T1
383564,725500,T1
116118,383564,T1
286788,383564,T1
361550,383564,T1
383564,563743,T1
292889,383564,T1
383564,714205,T1
203112,383564,T1
211684,383564,T1
128735,383564,T1
383564,605828,T1
10731,383564,T1
242004,383564,T1
45590,383564,T1
298516,383564,T1
383564,694023,T1
383564,474315,T1
383564,403115,T1
193052,383564,T1
311165,383564,T1
383564,912096,T1
541800,939304,T1
202241,939304,T1
136067,939304,T1
801886,939304,T1
53721,939304,T1
652689,939304,T1
202150,939304,T1
299388,939304,T1
695789,939304,T1
2745,939304,T1
454856,939304,T1
53655,939304,T1
279854,939304,T1
345907,939304,T1
858381,939304,T1
718536,939304,T1
235425,939304,T1
2401,939304,T1
927500,939304,T1
910478,939304,T1
305471,939304,T1
351289,939304,T1
28333,939304,T1
775734,939304,T1
741288,939304,T1
59199,541800,T1
238319,259442,T1
230245,259442,T1
259442,461150,T1
259442,673501,T1
124387,259442,T1
259442,946510,T1
259442,776779,T1
157777,259442,T1
259442,396827,T1
259442,935808,T1
383564,670344,T1
383564,947100,T1
281236,383564,T1
383564,936423,T1
357575,383564,T1
7760,383564,T1
383564,913382,T1
281391,383564,T1
383564,695350,T1
383564,911773,T1
111977,383564,T1
383564,546905,T1
383564,801168,T1
177742,383564,T1
383564,820538,T1
217749,383564,T1
383564,469340,T1
383564,745910,T1
157745,383564,T1
383564,755766,T1
383564,682345,T1
165906,383564,T1
383564,631361,T1
383564,469060,T1
383564,863587,T1
820621,939304,T1
428049,939304,T1
162827,939304,T1
821502,939304,T1
725500,939304,T1
116118,939304,T1
286788,939304,T1
361550,939304,T1
563743,939304,T1
292889,939304,T1
714205,939304,T1
203112,939304,T1
211684,939304,T1
128735,939304,T1
605828,939304,T1
10731,939304,T1
242004,939304,T1
45590,939304,T1
298516,939304,T1
694023,939304,T1
474315,939304,T1
403115,939304,T1
383564,541800,T1
202241,383564,T1
136067,383564,T1
383564,801886,T1
53721,383564,T1
383564,652689,T1
202150,383564,T1
299388,383564,T1
383564,695789,T1
2745,383564,T1
383564,454856,T1
53655,383564,T1
279854,383564,T1
345907,383564,T1
383564,858381,T1
383564,718536,T1
235425,383564,T1
2401,383564,T1
383564,927500,T1
383564,910478,T1
305471,383564,T1
351289,383564,T1
28333,383564,T1
383564,775734,T1
383564,741288,T1
59199,939304,T1
487412,939304,T1
250687,939304,T1
224086,939304,T1
916273,939304,T1
853456,939304,T1
512226,939304,T1
147992,939304,T1
147667,939304,T1
473025,939304,T1
314560,939304,T1
334117,939304,T1
370546,939304,T1
28134,939304,T1
160204,939304,T1
120777,939304,T1
238319,939304,T1
230245,939304,T1
461150,939304,T1
673501,939304,T1
124387,939304,T1
939304,946510,T1
776779,939304,T1
157777,939304,T1
396827,939304,T1
935808,939304,T1
59199,487412,T1
59199,250687,T1
59199,224086,T1
59199,916273,T1
59199,853456,T1
59199,512226,T1
59199,147992,T1
59199,147667,T1
314560,383564,T1
334117,383564,T1
370546,383564,T1
28134,383564,T1
160204,383564,T1
120777,383564,T1
238319,383564,T1
230245,383564,T1
383564,461150,T1
383564,673501,T1
124387,383564,T1
383564,946510,T1
383564,776779,T1
157777,383564,T1
383564,396827,T1
383564,935808,T1
789018,939304,T1
63416,939304,T1
497855,939304,T1
454280,939304,T1
245664,939304,T1
174086,939304,T1
65492,939304,T1
13475,939304,T1
646739,939304,T1
296921,939304,T1
640608,939304,T1
891389,939304,T1
881838,939304,T1
489465,939304,T1
812839,939304,T1
932291,939304,T1
928483,939304,T1
128025,939304,T1
234582,939304,T1
244232,939304,T1
681078,939304,T1
748153,939304,T1
935194,939304,T1
241850,939304,T1
278438,939304,T1
59199,789018,T1
59199,63416,T1
59199,497855,T1
59199,454280,T1
59199,245664,T1
59199,174086,T1
59199,65492,T1
13475,59199,T1
59199,646739,T1
59199,296921,T1
59199,640608,T1
59199,891389,T1
59199,881838,T1
383564,881838,T1
383564,489465,T1
383564,812839,T1
383564,932291,T1
383564,928483,T1
128025,383564,T1
234582,383564,T1
244232,383564,T1
383564,681078,T1
383564,748153,T1
383564,935194,T1
241850,383564,T1
278438,383564,T1
670344,939304,T1
939304,947100,T1
281236,939304,T1
936423,939304,T1
357575,939304,T1
7760,939304,T1
913382,939304,T1
281391,939304,T1
695350,939304,T1
911773,939304,T1
111977,939304,T1
546905,939304,T1
801168,939304,T1
177742,939304,T1
820538,939304,T1
217749,939304,T1
469340,939304,T1
745910,939304,T1
157745,939304,T1
755766,939304,T1
682345,939304,T1
165906,939304,T1
631361,939304,T1
469060,939304,T1
863587,939304,T1
59199,670344,T1
59199,947100,T1
59199,281236,T1
59199,936423,T1
59199,357575,T1
7760,59199,T1
59199,913382,T1
59199,281391,T1
59199,695350,T1
59199,911773,T1
59199,111977,T1
59199,546905,T1
59199,801168,T1
59199,177742,T1
59199,820538,T1
193052,939304,T1
311165,939304,T1
912096,939304,T1
59199,820621,T1
59199,428049,T1
59199,162827,T1
59199,821502,T1
59199,725500,T1
59199,116118,T1
59199,286788,T1
59199,361550,T1
59199,563743,T1
59199,292889,T1
59199,714205,T1
59199,203112,T1
59199,211684,T1
59199,128735,T1
59199,605828,T1
10731,59199,T1
59199,242004,T1
45590,59199,T1
59199,298516,T1
59199,694023,T1
59199,474315,T1
59199,403115,T1
59199,193052,T1
59199,311165,T1
59199,912096,T1
541800,670344,T1
541800,947100,T1
281236,541800,T1
541800,936423,T1
357575,541800,T1
7760,541800,T1
541800,913382,T1
281391,541800,T1
541800,695350,T1
541800,911773,T1
111977,541800,T1
541800,546905,T1
541800,801168,T1
177742,541800,T1
541800,820538,T1
217749,541800,T1
469340,541800,T1
541800,745910,T1
157745,541800,T1
541800,755766,T1
541800,682345,T1
165906,541800,T1
541800,631361,T1
469060,541800,T1
541800,863587,T1
487412,820621,T1
250687,820621,T1
224086,820621,T1
820621,916273,T1
820621,853456,T1
59199,202241,T1
59199,136067,T1
59199,801886,T1
53721,59199,T1
59199,652689,T1
59199,202150,T1
59199,299388,T1
59199,695789,T1
2745,59199,T1
59199,454856,T1
53655,59199,T1
59199,279854,T1
59199,345907,T1
59199,858381,T1
59199,718536,T1
59199,235425,T1
2401,59199,T1
59199,927500,T1
59199,910478,T1
59199,305471,T1
59199,351289,T1
28333,59199,T1
59199,775734,T1
59199,741288,T1
541800,820621,T1
428049,541800,T1
162827,541800,T1
541800,821502,T1
541800,725500,T1
116118,541800,T1
286788,541800,T1
361550,541800,T1
541800,563743,T1
292889,541800,T1
541800,714205,T1
203112,541800,T1
211684,541800,T1
128735,541800,T1
541800,605828,T1
10731,541800,T1
242004,541800,T1
45590,541800,T1
298516,541800,T1
541800,694023,T1
474315,541800,T1
403115,541800,T1
193052,541800,T1
311165,541800,T1
541800,912096,T1
789018,820621,T1
63416,820621,T1
497855,820621,T1
454280,820621,T1
245664,820621,T1
174086,820621,T1
65492,820621,T1
13475,820621,T1
646739,820621,T1
296921,820621,T1
640608,820621,T1
59199,473025,T1
59199,314560,T1
59199,334117,T1
59199,370546,T1
28134,59199,T1
59199,160204,T1
59199,120777,T1
59199,238319,T1
59199,230245,T1
59199,461150,T1
59199,673501,T1
59199,124387,T1
59199,946510,T1
59199,776779,T1
59199,157777,T1
59199,396827,T1
59199,935808,T1
202241,541800,T1
136067,541800,T1
541800,801886,T1
53721,541800,T1
541800,652689,T1
202150,541800,T1
299388,541800,T1
541800,695789,T1
2745,541800,T1
454856,541800,T1
53655,541800,T1
279854,541800,T1
345907,541800,T1
541800,858381,T1
541800,718536,T1
235425,541800,T1
2401,541800,T1
541800,927500,T1
541800,910478,T1
305471,541800,T1
351289,541800,T1
28333,541800,T1
541800,775734,T1
541800,741288,T1
670344,820621,T1
820621,947100,T1
281236,820621,T1
820621,936423,T1
357575,820621,T1
7760,820621,T1
820621,913382,T1
281391,820621,T1
695350,820621,T1
820621,911773,T1
111977,820621,T1
546905,820621,T1
801168,820621,T1
177742,820621,T1
820538,820621,T1
217749,820621,T1
469340,820621,T1
59199,489465,T1
59199,812839,T1
59199,932291,T1
59199,928483,T1
59199,128025,T1
59199,234582,T1
59199,244232,T1
59199,681078,T1
59199,748153,T1
59199,935194,T1
59199,241850,T1
59199,278438,T1
487412,541800,T1
250687,541800,T1
224086,541800,T1
541800,916273,T1
541800,853456,T1
512226,541800,T1
147992,541800,T1
147667,541800,T1
473025,541800,T1
314560,541800,T1
334117,541800,T1
370546,541800,T1
28134,541800,T1
160204,541800,T1
120777,541800,T1
238319,541800,T1
230245,541800,T1
461150,541800,T1
541800,673501,T1
124387,541800,T1
541800,946510,T1
541800,776779,T1
157777,541800,T1
396827,541800,T1
541800,935808,T1
428049,820621,T1
162827,820621,T1
820621,821502,T1
725500,820621,T1
116118,820621,T1
286788,820621,T1
361550,820621,T1
563743,820621,T1
292889,820621,T1
714205,820621,T1
203112,820621,T1
211684,820621,T1
128735,820621,T1
605828,820621,T1
10731,820621,T1
242004,820621,T1
45590,820621,T1
298516,820621,T1
694023,820621,T1
474315,820621,T1
403115,820621,T1
193052,820621,T1
59199,217749,T1
59199,469340,T1
59199,745910,T1
59199,157745,T1
59199,755766,T1
59199,682345,T1
59199,165906,T1
59199,631361,T1
59199,469060,T1
59199,863587,T1
541800,789018,T1
63416,541800,T1
497855,541800,T1
454280,541800,T1
245664,541800,T1
174086,541800,T1
65492,541800,T1
13475,541800,T1
541800,646739,T1
296921,541800,T1
541800,640608,T1
541800,891389,T1
541800,881838,T1
489465,541800,T1
541800,812839,T1
541800,932291,T1
541800,928483,T1
128025,541800,T1
234582,541800,T1
244232,541800,T1
541800,681078,T1
541800,748153,T1
541800,935194,T1
241850,541800,T1
278438,541800,T1
202241,820621,T1
136067,820621,T1
801886,820621,T1
53721,820621,T1
652689,820621,T1
202150,820621,T1
299388,820621,T1
695789,820621,T1
2745,820621,T1
454856,820621,T1
53655,820621,T1
279854,820621,T1
345907,820621,T1
820621,858381,T1
718536,820621,T1
235425,820621,T1
2401,820621,T1
820621,927500,T1
820621,910478,T1
305471,820621,T1
512226,820621,T1
147992,820621,T1
147667,820621,T1
473025,820621,T1
314560,820621,T1
334117,820621,T1
370546,820621,T1
28134,820621,T1
160204,820621,T1
120777,820621,T1
238319,820621,T1
230245,820621,T1
461150,820621,T1
673501,820621,T1
124387,820621,T1
820621,946510,T1
776779,820621,T1
157777,820621,T1
396827,820621,T1
820621,935808,T1
670344,947100,T1
281236,670344,T1
670344,936423,T1
357575,670344,T1
7760,670344,T1
670344,913382,T1
281391,670344,T1
670344,695350,T1
670344,911773,T1
111977,670344,T1
546905,670344,T1
670344,801168,T1
177742,670344,T1
670344,820538,T1
217749,670344,T1
469340,670344,T1
670344,745910,T1
157745,670344,T1
670344,755766,T1
670344,682345,T1
165906,670344,T1
631361,670344,T1
469060,670344,T1
670344,863587,T1
428049,789018,T1
162827,789018,T1
789018,821502,T1
725500,789018,T1
116118,789018,T1
286788,789018,T1
361550,789018,T1
563743,789018,T1
292889,789018,T1
714205,789018,T1
203112,789018,T1
820621,891389,T1
820621,881838,T1
489465,820621,T1
812839,820621,T1
820621,932291,T1
820621,928483,T1
128025,820621,T1
234582,820621,T1
244232,820621,T1
681078,820621,T1
748153,820621,T1
820621,935194,T1
241850,820621,T1
278438,820621,T1
428049,670344,T1
162827,670344,T1
670344,821502,T1
670344,725500,T1
116118,670344,T1
286788,670344,T1
361550,670344,T1
563743,670344,T1
292889,670344,T1
670344,714205,T1
203112,670344,T1
211684,670344,T1
128735,670344,T1
605828,670344,T1
10731,670344,T1
242004,670344,T1
45590,670344,T1
298516,670344,T1
670344,694023,T1
474315,670344,T1
403115,670344,T1
193052,670344,T1
311165,670344,T1
670344,912096,T1
202241,789018,T1
136067,789018,T1
789018,801886,T1
53721,789018,T1
652689,789018,T1
202150,789018,T1
299388,789018,T1
695789,789018,T1
2745,789018,T1
454856,789018,T1
53655,789018,T1
279854,789018,T1
345907,789018,T1
789018,858381,T1
718536,789018,T1
235425,789018,T1
2401,789018,T1
789018,927500,T1
789018,910478,T1
305471,789018,T1
351289,789018,T1
28333,789018,T1
745910,820621,T1
157745,820621,T1
755766,820621,T1
682345,820621,T1
165906,820621,T1
631361,820621,T1
469060,820621,T1
820621,863587,T1
202241,670344,T1
136067,670344,T1
670344,801886,T1
53721,670344,T1
652689,670344,T1
202150,670344,T1
299388,670344,T1
670344,695789,T1
2745,670344,T1
454856,670344,T1
53655,670344,T1
279854,670344,T1
345907,670344,T1
670344,858381,T1
670344,718536,T1
235425,670344,T1
2401,670344,T1
670344,927500,T1
670344,910478,T1
305471,670344,T1
351289,670344,T1
28333,670344,T1
670344,775734,T1
670344,741288,T1
487412,789018,T1
250687,789018,T1
224086,789018,T1
789018,916273,T1
789018,853456,T1
512226,789018,T1
147992,789018,T1
147667,789018,T1
473025,789018,T1
314560,789018,T1
334117,789018,T1
370546,789018,T1
28134,789018,T1
160204,789018,T1
120777,789018,T1
238319,789018,T1
230245,789018,T1
461150,789018,T1
673501,789018,T1
124387,789018,T1
789018,946510,T1
776779,789018,T1
157777,789018,T1
396827,789018,T1
789018,935808,T1
250687,487412,T1
224086,487412,T1
487412,916273,T1
351289,820621,T1
28333,820621,T1
775734,820621,T1
741288,820621,T1
670344,789018,T1
63416,670344,T1
497855,670344,T1
454280,670344,T1
245664,670344,T1
174086,670344,T1
65492,670344,T1
13475,670344,T1
646739,670344,T1
296921,670344,T1
640608,670344,T1
670344,891389,T1
670344,881838,T1
489465,670344,T1
670344,812839,T1
670344,932291,T1
670344,928483,T1
128025,670344,T1
234582,670344,T1
244232,670344,T1
670344,681078,T1
670344,748153,T1
670344,935194,T1
241850,670344,T1
278438,670344,T1
789018,947100,T1
281236,789018,T1
789018,936423,T1
357575,789018,T1
7760,789018,T1
789018,913382,T1
281391,789018,T1
695350,789018,T1
789018,911773,T1
111977,789018,T1
546905,789018,T1
789018,801168,T1
177742,789018,T1
789018,820538,T1
217749,789018,T1
469340,789018,T1
745910,789018,T1
157745,789018,T1
755766,789018,T1
682345,789018,T1
165906,789018,T1
631361,789018,T1
469060,789018,T1
789018,863587,T1
487412,947100,T1
311165,820621,T1
820621,912096,T1
487412,670344,T1
250687,670344,T1
224086,670344,T1
670344,916273,T1
670344,853456,T1
512226,670344,T1
147992,670344,T1
147667,670344,T1
473025,670344,T1
314560,670344,T1
334117,670344,T1
370546,670344,T1
28134,670344,T1
160204,670344,T1
120777,670344,T1
238319,670344,T1
230245,670344,T1
461150,670344,T1
670344,673501,T1
124387,670344,T1
670344,946510,T1
670344,776779,T1
157777,670344,T1
396827,670344,T1
670344,935808,T1
63416,789018,T1
497855,789018,T1
454280,789018,T1
245664,789018,T1
174086,789018,T1
65492,789018,T1
13475,789018,T1
646739,789018,T1
296921,789018,T1
640608,789018,T1
789018,891389,T1
789018,881838,T1
489465,789018,T1
789018,812839,T1
789018,932291,T1
789018,928483,T1
128025,789018,T1
234582,789018,T1
244232,789018,T1
681078,789018,T1
748153,789018,T1
211684,789018,T1
128735,789018,T1
605828,789018,T1
10731,789018,T1
242004,789018,T1
45590,789018,T1
298516,789018,T1
694023,789018,T1
474315,789018,T1
403115,789018,T1
193052,789018,T1
311165,789018,T1
789018,912096,T1
428049,487412,T1
162827,487412,T1
487412,821502,T1
487412,725500,T1
116118,487412,T1
286788,487412,T1
361550,487412,T1
487412,563743,T1
292889,487412,T1
487412,714205,T1
203112,487412,T1
211684,487412,T1
128735,487412,T1
487412,605828,T1
10731,487412,T1
242004,487412,T1
45590,487412,T1
298516,487412,T1
487412,694023,T1
474315,487412,T1
403115,487412,T1
193052,487412,T1
311165,487412,T1
487412,912096,T1
202241,947100,T1
202241,281236,T1
202241,936423,T1
202241,357575,T1
7760,202241,T1
202241,913382,T1
